ResponseID,age,city,cityother,enroll,white,black,latine,asian,multi,me,other,pna,malebin,femalebin,naf,yearsindc,university,universityother,drive,alcohol,cannabis5,cannabis9,sim,rx,text,speed,drowsy,seatbelt,rider_alcohol,rider_cannabis5,rider_cannabis9,rider_sim,rider_rx,rider_text,rider_speed,rider_drowsy,rider_seatbelt,DD,rideshare,walk,stayover,publictransit,bikes,other_altopt,dangeralc,dangercann5,dangercann9,dangersim,dangerrx,dangertext,dangerspeed,dangerdrowsy,dangerseatbelt,legalalc,legalcann5,legalcann9,legalsim,legalrx,legaltext,legalspeed,legaldrowsy,legalseatbelt,normsalc,normscann5,normscann9,normssim,normsrx,normstext,normsspeed,normsdrowsy,normsbelt,drivertrain,drivertrain_other,driveincome,negativedrive,negativedrive_text,metrobus,nometrobus_text,metrorail,nometrorail_text,negativemetro,negativemetro_text,ridingactivity,ridingact_text,skate,skatehelmet,electricskate,skatedestination,funskate,cityskate,skatepark,sundownskate,friendskate,skatealc,skatecann5,skatecann9,skatesim,bike,bikehelmet,electricbike,bikedestination,funbike,citybike,bikepark,sundownbike,friendbike,bikealc,bikecann5,bikecann9,bikesim,scoot,scoothelmet,escoot,scootdestination,funscoot,cityscoot,scootpark,sundownscoot,friendscoot,scootalc,scootcann5,scootcann9,scootsim,negativeriding,negativeriding_text,metrobus_cost,metrobus_safety,metrobus_hours,metrobus_confusing,metrobus_inconvenient,metrobus_faster,metrobus_station,metrobus_other,metrobus_none,metrobus_pna,metrorail_cost,metrorail_safety,metrorail_hours,metrorail_confusing,metrorail_inconvenient,metrorail_faster,metrorail_station,metrorail_other,metrorail_none,metrorail_pna
R_1goM82lYKUSjZW8,18,District of Columbia,,No,0,1,0,0,0,0,0,0,1,0,0,More than 5 years,,,Yes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,More than twice,More than twice,Never,More than twice,Prefer not to answer,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Unsure,Unsure,Somewhat unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Somewhat unlikely,Twice,Once,Twice,More than twice,Prefer not to answer,Twice,Once,Never,Never,In person,,"Yes, for delivery (e.g., Amazon Flex, DoorDash, Instacart)",No,,No,,No,,Prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R_29v9MdLRPwmujBk,20,District of Columbia,,Yes,1,0,0,0,0,0,0,0,1,0,0,More than 5 years,Howard University,,Yes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Twice,Once,Never,Once,Once,Once,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Once,Twice,Once,Once,Twice,Twice,Once,Once,Twice,In person,,"Yes, for delivery (e.g., Amazon Flex, DoorDash, Instacart)",No,,No,,No,,No,,"Skateboarding/Longboarding,Bicycling (street and BMX)",,2,All,All,All,All,All,All,A Few,A Few,Never,Never,Never,Never,1,All,None,Half,All,Half,Half,A Few,Half,Never,Never,Never,Never,,,,,,,,,,,,,,No,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R_1pGoHOuEaDjiKVU,20,Virginia,,No,0,1,0,0,0,0,0,0,1,0,0,Prefer not to answer,,,No,,,,,,,,,,Never,Never,Never,Never,Never,Twice,More than twice,More than twice,More than twice,Once,More than twice,Twice,More than twice,Twice,Never,Prefer not to answer,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very likely,Very likely,Very likely,Very likely,Very likely,Somewhat likely,Somewhat likely,Very likely,Very likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,I didn't complete a driver training course prior to receiving my driver's license,,,,,No,,No,,Yes,Homeless people bothering me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
R_21bV8yAebxaMzMq,24,District of Columbia,,No,0,1,0,0,0,0,0,0,0,1,0,More than 5 years,,,No,,,,,,,,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,More than twice,Never,More than twice,Never,Never,Never,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Never,Never,Never,Never,Never,Never,Never,Never,Never,I didn't complete a driver training course prior to receiving my driver's license,,,,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_1rCCjorbOaVHgao,24,District of Columbia,,Yes,1,0,0,0,0,0,0,0,1,0,0,1–3 years,University of the District of Columbia,,Yes,Never,Once,Never,Never,Once,More than twice,Never,More than twice,Never,Never,Never,Never,Never,Never,More than twice,Never,More than twice,Never,Once,Never,Never,More than twice,Never,Never,Never,Very dangerous,Somewhat dangerous,Somewhat dangerous,Very dangerous,Unsure,Somewhat dangerous,Very dangerous,Somewhat safe,Very dangerous,Very likely,Somewhat unlikely,Somewhat unlikely,Very likely,Somewhat unlikely,Very unlikely,Very likely,Very unlikely,Somewhat likely,Once,Twice,Once,Twice,Twice,More than twice,Once,More than twice,More than twice,In person,,No,No,,No,,No,,No,,Skateboarding/Longboarding,,5,None,None,A Few,A Few,None,A Few,None,None,Never,Never,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
R_yrmt8uEhmlHlwUp,19,District of Columbia,,Yes,1,0,1,0,0,0,0,0,0,1,0,More than 5 years,University of the District of Columbia,,Yes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Twice,Twice,Once,Twice,Once,Twice,Once,Very dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Somewhat dangerous,Very likely,Prefer not to answer,Very likely,Very likely,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Never,Twice,Once,Once,Never,Never,Never,Twice,Twice,In person,,No,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
R_3kpkI1bCE9vPd1X,22,District of Columbia,,Yes,0,1,0,0,0,0,0,0,1,0,0,More than 5 years,University of the District of Columbia,,Yes,More than twice,More than twice,Never,Once,Never,Twice,More than twice,Once,More than twice,More than twice,Twice,More than twice,Twice,More than twice,Twice,More than twice,More than twice,More than twice,More than twice,Twice,More than twice,Twice,Twice,More than twice,Once,Somewhat safe,Very safe,Somewhat safe,Somewhat safe,Very dangerous,Somewhat dangerous,Unsure,Very dangerous,Somewhat safe,Very likely,Somewhat likely,Very likely,Somewhat likely,Very likely,Somewhat likely,Very likely,Very likely,Very likely,Twice,More than twice,Twice,More than twice,More than twice,Twice,More than twice,More than twice,More than twice,In person,,"Yes, for rideshare (e.g., Uber, Lyft)",No,,Yes,,Yes,,Yes,rude bus driver didn't want to offer help,"Skateboarding/Longboarding,Scootering,Surfing",,5,All,Half,All,All,Half,All,All,Half,Twice,More than twice,Once,Twice,,,,,,,,,,,,,,5,All,Half,All,All,Half,All,Half,All,Twice,More than twice,Twice,More than twice,No,,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
R_1pPRZwG3ayl7EJI,19,District of Columbia,,Yes,1,0,0,0,0,0,0,0,0,1,0,Less than 6 months,Prefer not to answer,,No,,,,,,,,,,Never,Never,Never,Never,Never,More than twice,Once,Once,Never,More than twice,More than twice,More than twice,Never,More than twice,Never,Never,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Unsure,Somewhat dangerous,Somewhat dangerous,Very safe,Very likely,Very likely,Very likely,Very likely,Very likely,Unsure,Unsure,Unsure,Very unlikely,Twice,Twice,Twice,Twice,Twice,More than twice,More than twice,More than twice,More than twice,In person,,,,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
R_1otYP4l6kFDg2G2,24,District of Columbia,,No,0,1,0,0,0,0,0,0,0,1,0,More than 5 years,,,No,,,,,,,,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than twice,More than twice,More than twice,Never,More than twice,Never,More than twice,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,In person,,,,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
R_41H25gR5HIlRdgl,18,District of Columbia,,Yes,1,0,0,0,0,0,0,0,0,1,0,More than 5 years,Prefer not to answer,,No,,,,,,,,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Once,Once,Once,Once,Once,Once,Once,More than twice,Once,In person,,,,,Yes,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R_1d5eY8c4dpFTYlo,24,Maryland,,Yes,1,0,0,0,0,0,0,0,1,0,0,3–5 years,American University,,Yes,Never,Once,Never,Never,Never,Never,Once,More than twice,Never,Once,Once,Once,Once,Once,Twice,Never,Never,Once,Never,Never,More than twice,Twice,Never,Once,Never,Somewhat safe,Unsure,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Unsure,Somewhat dangerous,Somewhat dangerous,Somewhat unlikely,Unsure,Somewhat unlikely,Somewhat unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Somewhat unlikely,Once,More than twice,Twice,Once,Never,Once,Never,Once,Once,In person,,No,No,,No,,No,,No,,Bicycling (street and BMX),,,,,,,,,,,,,,,4,None,None,None,All,Half,Half,None,A Few,Never,Never,Never,Never,,,,,,,,,,,,,,No,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R_3VOh9TiTbgBPNbH,20,District of Columbia,,Yes,0,1,1,0,0,0,0,0,1,0,0,More than 5 years,University of Maryland College Park,,Yes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,More than twice,Never,More than twice,More than twice,Twice,More than twice,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never,Never,Never,Never,Never,Never,In person,,"Yes, other type of paid driving",Yes,car scratch,No,,No,,No,,Bicycling (street and BMX),,,,,,,,,,,,,,,6,Half,Half,Half,Half,Half,Half,Half,Half,Once,Never,Never,Never,,,,,,,,,,,,,,No,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R_2CgosbrATQqbMaN,20,District of Columbia,,Yes,0,1,0,0,0,0,0,0,0,1,0,More than 5 years,Georgetown University,,Yes,Never,Once,Once,Never,Never,More than twice,Never,Never,Twice,Once,Once,Once,Once,More than twice,Once,Never,Never,Never,More than twice,Never,Never,More than twice,More than twice,Never,Never,Very dangerous,Somewhat safe,Very safe,Very dangerous,Somewhat safe,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat likely,Somewhat unlikely,Very unlikely,Somewhat likely,Somewhat unlikely,Somewhat unlikely,Somewhat likely,Somewhat unlikely,Somewhat unlikely,Twice,More than twice,More than twice,Once,More than twice,More than twice,More than twice,More than twice,Twice,In person,,No,No,,Yes,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
R_1eKW4s6OJngVZJ8,18,District of Columbia,,Yes,0,0,1,0,0,0,0,0,0,1,0,3–5 years,George Mason University,,Yes,Once,Twice,Twice,Never,Twice,More than twice,More than twice,More than twice,More than twice,More than twice,Twice,Twice,Once,Twice,More than twice,More than twice,More than twice,More than twice,Once,More than twice,More than twice,More than twice,More than twice,More than twice,Never,Very safe,Unsure,Somewhat safe,Somewhat safe,Very safe,Somewhat dangerous,Somewhat safe,Very safe,Somewhat safe,Very likely,Somewhat likely,Somewhat likely,Very likely,Very likely,Somewhat likely,Very likely,Very likely,Very likely,Twice,Twice,Once,Once,Twice,Twice,Twice,Twice,Once,In person,,"Yes, for rideshare (e.g., Uber, Lyft)",No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
R_XnwKNhl83XSvZV7,21,District of Columbia,,Yes,1,0,1,0,0,0,0,0,1,0,0,More than 5 years,University of the District of Columbia,,Yes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Twice,Never,Once,Once,Never,Never,Very dangerous,Somewhat dangerous,Somewhat dangerous,Very dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Very dangerous,Unsure,Very likely,Somewhat likely,Somewhat likely,Very likely,Very likely,Unsure,Somewhat likely,Somewhat likely,Somewhat likely,Never,Never,Never,Never,Never,Never,Never,Never,Never,In person,,No,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
R_6hBXVMKzNcN63Pb,24,District of Columbia,,Yes,0,1,0,0,0,0,0,0,0,1,0,More than 5 years,University of the District of Columbia,,Yes,Twice,Once,Twice,Twice,Once,Twice,Once,Twice,Once,Twice,Twice,Twice,More than twice,Twice,Once,Once,Twice,Twice,Once,More than twice,More than twice,More than twice,Twice,Twice,More than twice,Somewhat dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Very dangerous,Somewhat likely,Very likely,Very likely,Very likely,Very likely,Very likely,Somewhat likely,Very likely,Very likely,Once,Never,Never,Never,Never,Once,Never,Once,Never,Online,,"Yes, for rideshare (e.g., Uber, Lyft)",Yes,"A deer darted across the road at night, forcing me to swerve on a rural highway.",No,,No,,No,,Surfing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
R_1Fh1LNu4DAGff3I,21,District of Columbia,,Yes,0,1,0,0,0,0,0,0,0,1,0,More than 5 years,University of the District of Columbia,,Yes,Twice,Once,Twice,Twice,Twice,More than twice,More than twice,Twice,More than twice,Once,Once,Twice,Once,Twice,Once,Twice,Once,Twice,Once,Once,Once,Once,Twice,Twice,Once,Somewhat dangerous,Somewhat dangerous,Very dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Very dangerous,Somewhat likely,Very likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Once,Never,Once,Once,Once,More than twice,Twice,More than twice,More than twice,In person,,"Yes, for rideshare (e.g., Uber, Lyft)",Yes,"A pedestrian stepped onto the crosswalk without looking, causing me to stop abruptly downtown.",Yes,,No,,No,,Skateboarding/Longboarding,,6,Half,Half,All,Half,All,Half,Half,A Few,More than twice,Never,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R_2v1XaiFnlmeZhtD,20,District of Columbia,,Yes,0,1,0,0,0,0,0,0,1,0,0,More than 5 years,University of the District of Columbia,,Yes,Never,Never,Never,Never,Never,Never,Never,Once,Never,Twice,Never,Never,Never,Never,Never,Never,Never,Once,Once,Once,Twice,Never,Once,Twice,Never,Somewhat dangerous,Very dangerous,Very dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Twice,Once,Never,Once,Never,Once,Once,Once,Once,In person,,"Yes, for rideshare (e.g., Uber, Lyft)",No,,No,,Yes,,No,,"Skateboarding/Longboarding,Bicycling (street and BMX)",,5,A Few,None,A Few,A Few,None,A Few,None,A Few,Never,Never,Never,Never,10,A Few,None,A Few,A Few,None,A Few,A Few,None,Never,Never,Never,Never,,,,,,,,,,,,,,No,,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
R_2SHzZdxtDRcyB61,21,District of Columbia,,Yes,0,1,0,0,0,0,0,0,0,1,0,More than 5 years,University of the District of Columbia,,Yes,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Never,Twice,Twice,Never,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Once,Never,Never,Never,Never,Never,Never,Never,Once,In person,,"Yes, for rideshare (e.g., Uber, Lyft)",No,,No,,No,,No,,Bicycling (street and BMX),,,,,,,,,,,,,,,8,Half,A Few,A Few,Half,A Few,A Few,A Few,Half,Never,Never,Never,Never,,,,,,,,,,,,,,No,,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
R_3qE6DJoA3Lxr0yt,22,Virginia,,No,1,0,0,0,0,0,0,0,0,1,0,More than 5 years,,,Yes,Never,Never,Never,Never,Never,Once,More than twice,Once,Never,Never,Never,Never,Never,Never,Never,Twice,Once,Never,Never,Never,Never,More than twice,Never,Never,More than twice,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Unsure,Somewhat dangerous,Unsure,Somewhat dangerous,Very dangerous,Very likely,Very likely,Very likely,Very likely,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,Very unlikely,Very likely,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,In person,,No,Yes,People cutting others off in high traffic,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
R_1nV0eYrtE43zHIL,21,Virginia,,No,1,0,0,0,0,0,0,0,1,0,0,Less than 6 months,,,Yes,Once,Never,Never,Never,Never,More than twice,More than twice,More than twice,Never,Never,Never,Never,Never,Never,Never,More than twice,More than twice,Never,Never,Never,Once,Once,Once,Never,Never,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Somewhat safe,Unsure,Somewhat dangerous,Very likely,Very likely,Very likely,Very likely,Somewhat likely,Somewhat unlikely,Somewhat unlikely,Very unlikely,Somewhat likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,No,No,,Yes,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R_2QE7smMGAVm8JKS,18,District of Columbia,,Prefer not to answer,0,1,1,0,0,0,0,0,0,1,0,1–3 years,,,No,,,,,,,,,,Never,Never,Never,Never,Never,Never,More than twice,Never,More than twice,More than twice,More than twice,More than twice,Never,More than twice,Never,Prefer not to answer,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Somewhat dangerous,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Somewhat unlikely,Unsure,Unsure,Somewhat unlikely,Prefer not to answer,Twice,Prefer not to answer,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,,,,Yes,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
R_1DUyAmYfB0Ez2XN,19,Maryland,,Yes,0,1,0,0,0,0,0,0,0,1,0,1–3 years,Howard University,,No,,,,,,,,,,More than twice,Never,Never,Never,Never,Never,Never,Never,Prefer not to answer,Prefer not to answer,Never,Twice,Never,Never,Never,Never,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Very dangerous,Very likely,Somewhat unlikely,Somewhat unlikely,Very likely,Somewhat unlikely,Very unlikely,Very unlikely,Very unlikely,Somewhat likely,Never,Never,Never,Never,Never,Never,Prefer not to answer,Never,Prefer not to answer,I didn't complete a driver training course prior to receiving my driver's license,,,,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R_290OM9O3Byg4IqC,21,District of Columbia,,Yes,0,1,0,0,0,0,0,0,0,1,0,More than 5 years,Howard University,,No,,,,,,,,,,Twice,Once,Twice,Once,Once,Once,Never,Never,More than twice,Once,Never,More than twice,Once,Once,Once,Once,Somewhat dangerous,Very dangerous,Unsure,Somewhat dangerous,Very dangerous,Unsure,Unsure,Somewhat dangerous,Very dangerous,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Once,Never,Never,Once,Once,Never,Never,Once,Never,Prefer not to answer,,,,,No,,No,,No,,Scootering,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,A Few,A Few,A Few,A Few,A Few,A Few,A Few,A Few,Never,Never,Never,Never,No,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
R_1gvXmyLgGm647Pk,20,District of Columbia,,No,0,1,0,0,0,0,0,0,1,0,0,More than 5 years,,,No,,,,,,,,,,Never,Never,Never,Never,Never,More than twice,Never,Never,Never,Never,Never,More than twice,Never,Never,Never,Never,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Never,Never,Never,Never,Never,Never,Never,Never,I didn't complete a driver training course prior to receiving my driver's license,,,,,No,,No,,No,,Powered dirt bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0
R_24Cc2iCxQVJycxj,23,Virginia,,No,0,0,0,0,1,0,0,0,1,0,0,More than 5 years,,,Yes,Once,Once,Never,Once,Twice,Once,Once,Twice,Never,Never,More than twice,Never,Never,More than twice,More than twice,More than twice,More than twice,Never,Never,Never,Never,Never,Never,Never,Never,Somewhat dangerous,Somewhat safe,Somewhat dangerous,Very dangerous,Somewhat dangerous,Unsure,Unsure,Somewhat dangerous,Very dangerous,Somewhat likely,Somewhat unlikely,Somewhat unlikely,Somewhat likely,Unsure,Very likely,Somewhat likely,Unsure,Very likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,Never,Other,Drivers ed in high school ,"Yes, for delivery (e.g., Amazon Flex, DoorDash, Instacart)",No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0
R_2YVaLGyYc3hrOgr,22,Virginia,,Yes,0,0,0,1,0,0,0,0,0,1,0,More than 5 years,Other,Nova,Yes,Never,Never,Never,Never,Never,Once,Never,More than twice,Never,Never,Never,Never,Never,Never,Never,Once,Twice,Never,Once,Never,Once,Never,Never,Never,Never,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Somewhat dangerous,Unsure,Somewhat safe,Somewhat dangerous,Very likely,Very likely,Somewhat likely,Very likely,Very likely,Somewhat likely,Unsure,Very unlikely,Somewhat unlikely,Twice,Once,More than twice,Never,Never,More than twice,More than twice,More than twice,Never,In person,,No,No,,No,,No,,No,,Bicycling (street and BMX),,,,,,,,,,,,,,,3,Half,A Few,Half,Half,Half,A Few,None,A Few,Never,Never,Never,Never,,,,,,,,,,,,,,No,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
R_Wq6Spr1WIu8Od0J,23,District of Columbia,,Yes,0,1,0,0,0,0,0,0,0,1,0,More than 5 years,University of the District of Columbia,,No,,,,,,,,,,Never,Twice,Never,Never,Never,Once,Once,Never,Never,Never,More than twice,More than twice,Never,More than twice,Never,Never,Very dangerous,Unsure,Very dangerous,Very dangerous,Very dangerous,Unsure,Very dangerous,Very dangerous,Somewhat dangerous,Very likely,Very likely,Somewhat unlikely,Very likely,Somewhat likely,Somewhat unlikely,Very likely,Very likely,Very likely,Twice,More than twice,More than twice,More than twice,More than twice,Once,Twice,More than twice,More than twice,I didn't complete a driver training course prior to receiving my driver's license,,,,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
R_2BsQsvKZq1W0lIm,22,Virginia,,No,1,0,0,1,1,0,0,0,0,1,0,Less than 6 months,,,Yes,Never,Never,Never,Never,Never,More than twice,More than twice,Twice,Never,Never,Never,Never,Never,Never,More than twice,More than twice,More than twice,Never,More than twice,Twice,Once,Once,Twice,Never,Never,Somewhat dangerous,Somewhat dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Somewhat dangerous,Unsure,Very dangerous,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Somewhat unlikely,Somewhat unlikely,Unsure,Very unlikely,Once,Once,Once,Once,Once,More than twice,More than twice,More than twice,More than twice,In person,,No,Yes,"People speeding weaving in and out of traffic, people driving on the shoulder, etc",Yes,,Yes,,Yes,"I’ve gotten yelled at by someone begging for money, I’ve been harassed and followed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
